game_date,game_time,stadium_name,home_team,away_team,BallParkID
20230403,18:40:00,Petco Park,SDN,ARI,SAN02
20230403,18:40:00,loanDepot park,MIA,MIN,NYC16
20230403,18:40:00,Kauffman Stadium,KCA,TOR,KAN06
20230403,18:40:00,TMobile Park,SEA,ANA,TOR02
20230403,18:45:00,Busch Stadium,SLN,ATL,STL09
20230403,19:05:00,Yankee Stadium,NYA,PHI,CHI11
20230403,19:05:00,Globe Life Field,TEX,BAL,ARL02
20230403,19:05:00,Nationals Park,WAS,TBA,WIL02
20230403,19:10:00,Fenway Park,BOS,PIT,BOS07
20230403,19:10:00,Dodger Stadium,LAN,COL,LOS03
20230403,19:10:00,Minute Maid Park,HOU,DET,LON01
20230404,13:10:00,Petco Park,SDN,ARI,SAN02
20230404,18:40:00,Oakland Coliseum,OAK,CLE,WAS11
20230404,18:40:00,Great American Ball Park,CIN,CHN,CIN09
20230404,18:40:00,loanDepot park,MIA,MIN,NYC16
20230404,18:40:00,Kauffman Stadium,KCA,TOR,KAN06
20230404,18:40:00,American Family Field,MIL,NYN,MIL06
20230404,18:40:00,TMobile Park,SEA,ANA,TOR02
20230404,18:45:00,Busch Stadium,SLN,ATL,STL09
20230404,19:05:00,Yankee Stadium,NYA,PHI,CHI11
20230404,19:05:00,Globe Life Field,TEX,BAL,ARL02
20230404,19:05:00,Nationals Park,WAS,TBA,WIL02
20230404,19:10:00,Fenway Park,BOS,PIT,BOS07
20230404,19:10:00,Dodger Stadium,LAN,COL,LOS03
20230404,19:10:00,Minute Maid Park,HOU,DET,LON01
20230405,12:15:00,Busch Stadium,SLN,ATL,STL09
20230405,12:35:00,Great American Ball Park,CIN,CHN,CIN09
20230405,12:37:00,Oakland Coliseum,OAK,CLE,WAS11
20230405,12:40:00,American Family Field,MIL,NYN,MIL06
20230405,13:05:00,Yankee Stadium,NYA,PHI,CHI11
20230405,13:05:00,Globe Life Field,TEX,BAL,ARL02
20230405,13:05:00,Nationals Park,WAS,TBA,WIL02
20230405,13:10:00,Guaranteed Rate Field,CHA,SFN,CHI12
20230405,13:10:00,loanDepot park,MIA,MIN,NYC16
20230405,13:10:00,TMobile Park,SEA,ANA,TOR02
20230405,13:10:00,Minute Maid Park,HOU,DET,LON01
20230405,13:35:00,Fenway Park,BOS,PIT,BOS07
20230405,18:40:00,Kauffman Stadium,KCA,TOR,KAN06
20230406,13:10:00,Guaranteed Rate Field,CHA,SFN,CHI12
20230406,13:10:00,Citi Field,NYN,MIA,NYC20
20230406,13:10:00,Comerica Park,DET,BOS,DET05
20230406,13:10:00,Kauffman Stadium,KCA,TOR,KAN06
20230406,14:10:00,Coors Field,COL,WAS,DEN02
20230406,15:05:00,Oriole Park at Camden Yards,BAL,NYA,SFO03
20230406,15:05:00,Citizens Bank Park,PHI,CIN,PHI13
20230406,15:10:00,Target Field,MIN,HOU,MIN04
20230406,18:40:00,Chase Field,ARI,LAN,PHO01
20230406,19:20:00,Truist Park,ATL,SDN,STP01
20230407,13:20:00,Wrigley Field,CHN,TEX,ATL03
20230407,13:35:00,Oracle Park,SFN,KCA,OAK01
20230407,16:10:00,Progressive Field,CLE,SEA,PIT08
20230407,16:12:00,PNC Park,PIT,CHA,BAL12
20230407,18:38:00,Angel Stadium,ANA,TOR,ANA01
20230407,18:40:00,Coors Field,COL,WAS,DEN02
20230407,18:40:00,Chase Field,ARI,LAN,PHO01
20230407,18:40:00,Tropicana Field,TBA,OAK,SEA03
20230407,19:10:00,American Family Field,MIL,SLN,MIL06
20230407,19:20:00,Truist Park,ATL,SDN,STP01
20230408,13:05:00,Oracle Park,SFN,KCA,OAK01
20230408,13:10:00,Target Field,MIN,HOU,MIN04
20230408,13:10:00,Comerica Park,DET,BOS,DET05
20230408,15:05:00,Wrigley Field,CHN,TEX,ATL03
20230408,16:05:00,Citizens Bank Park,PHI,CIN,PHI13
20230408,16:10:00,Citi Field,NYN,MIA,NYC20
20230408,16:10:00,Tropicana Field,TBA,OAK,SEA03
20230408,17:10:00,Chase Field,ARI,LAN,PHO01
20230408,18:07:00,Angel Stadium,ANA,TOR,ANA01
20230408,18:10:00,Coors Field,COL,WAS,DEN02
20230408,18:10:00,American Family Field,MIL,SLN,MIL06
20230408,18:10:00,Progressive Field,CLE,SEA,PIT08
20230408,18:35:00,PNC Park,PIT,CHA,BAL12
20230408,19:05:00,Oriole Park at Camden Yards,BAL,NYA,SFO03
20230408,19:20:00,Truist Park,ATL,SDN,STP01
20230409,13:05:00,Citizens Bank Park,PHI,CIN,PHI13
20230409,13:05:00,Oracle Park,SFN,KCA,OAK01
20230409,13:07:00,Angel Stadium,ANA,TOR,ANA01
20230409,13:10:00,Target Field,MIN,HOU,MIN04
20230409,13:10:00,Coors Field,COL,WAS,DEN02
20230409,13:10:00,Chase Field,ARI,LAN,PHO01
20230409,13:10:00,Comerica Park,DET,BOS,DET05
20230409,13:10:00,American Family Field,MIL,SLN,MIL06
20230409,13:10:00,Tropicana Field,TBA,OAK,SEA03
20230409,13:20:00,Wrigley Field,CHN,TEX,ATL03
20230409,13:35:00,Oriole Park at Camden Yards,BAL,NYA,SFO03
20230409,13:35:00,PNC Park,PIT,CHA,BAL12
20230409,13:40:00,Citi Field,NYN,MIA,NYC20
20230409,13:40:00,Progressive Field,CLE,SEA,PIT08
20230409,19:08:00,Truist Park,ATL,SDN,STP01
20230410,13:10:00,Target Field,MIN,CHA,MIN04
20230410,18:10:00,Progressive Field,CLE,NYA,PIT08
20230410,18:35:00,Oriole Park at Camden Yards,BAL,OAK,SFO03
20230410,18:35:00,PNC Park,PIT,HOU,BAL12
20230410,18:38:00,Angel Stadium,ANA,WAS,ANA01
20230410,18:40:00,Coors Field,COL,SLN,DEN02
20230410,18:40:00,Chase Field,ARI,MIL,PHO01
20230410,18:40:00,Citizens Bank Park,PHI,MIA,PHI13
20230410,18:40:00,Wrigley Field,CHN,SEA,ATL03
20230410,18:40:00,Tropicana Field,TBA,BOS,SEA03
20230410,18:45:00,Oracle Park,SFN,LAN,OAK01
20230410,19:05:00,Globe Life Field,TEX,KCA,ARL02
20230410,19:10:00,Citi Field,NYN,SDN,NYC20
20230410,19:20:00,Truist Park,ATL,CIN,STP01
20230411,18:10:00,Progressive Field,CLE,NYA,PIT08
20230411,18:35:00,Oriole Park at Camden Yards,BAL,OAK,SFO03
20230411,18:35:00,PNC Park,PIT,HOU,BAL12
20230411,18:38:00,Angel Stadium,ANA,WAS,ANA01
20230411,18:40:00,Target Field,MIN,CHA,MIN04
20230411,18:40:00,Coors Field,COL,SLN,DEN02
20230411,18:40:00,Chase Field,ARI,MIL,PHO01
20230411,18:40:00,Citizens Bank Park,PHI,MIA,PHI13
20230411,18:40:00,Wrigley Field,CHN,SEA,ATL03
20230411,18:40:00,Tropicana Field,TBA,BOS,SEA03
20230411,18:45:00,Oracle Park,SFN,LAN,OAK01
20230411,19:05:00,Globe Life Field,TEX,KCA,ARL02
20230411,19:07:00,Rogers Centre,TOR,DET,CLE08
20230411,19:10:00,Citi Field,NYN,SDN,NYC20
20230411,19:20:00,Truist Park,ATL,CIN,STP01
20230412,12:10:00,Target Field,MIN,CHA,MIN04
20230412,12:35:00,PNC Park,PIT,HOU,BAL12
20230412,12:40:00,Chase Field,ARI,MIL,PHO01
20230412,13:07:00,Angel Stadium,ANA,WAS,ANA01
20230412,13:10:00,Coors Field,COL,SLN,DEN02
20230412,13:10:00,Citi Field,NYN,SDN,NYC20
20230412,13:10:00,Progressive Field,CLE,NYA,PIT08
20230412,13:20:00,Wrigley Field,CHN,SEA,ATL03
20230412,16:05:00,Citizens Bank Park,PHI,MIA,PHI13
20230412,18:35:00,Oriole Park at Camden Yards,BAL,OAK,SFO03
20230412,18:40:00,Tropicana Field,TBA,BOS,SEA03
20230412,18:45:00,Oracle Park,SFN,LAN,OAK01
20230412,19:05:00,Globe Life Field,TEX,KCA,ARL02
20230412,19:07:00,Rogers Centre,TOR,DET,CLE08
20230412,19:20:00,Truist Park,ATL,CIN,STP01
20230413,13:05:00,Oriole Park at Camden Yards,BAL,OAK,SFO03
20230413,13:10:00,Tropicana Field,TBA,BOS,SEA03
20230413,18:40:00,Great American Ball Park,CIN,PHI,CIN09
20230413,18:40:00,Petco Park,SDN,MIL,SAN02
20230413,18:45:00,Busch Stadium,SLN,PIT,STL09
20230413,19:05:00,Yankee Stadium,NYA,MIN,CHI11
20230413,19:07:00,Rogers Centre,TOR,DET,CLE08
20230414,18:10:00,Guaranteed Rate Field,CHA,BAL,CHI12
20230414,18:40:00,Oakland Coliseum,OAK,NYN,WAS11
20230414,18:40:00,Great American Ball Park,CIN,PHI,CIN09
20230414,18:40:00,Petco Park,SDN,MIL,SAN02
20230414,18:40:00,loanDepot park,MIA,ARI,NYC16
20230414,18:40:00,Comerica Park,DET,SFN,DET05
20230414,19:05:00,Yankee Stadium,NYA,MIN,CHI11
20230414,19:05:00,Nationals Park,WAS,CLE,WIL02
20230414,19:07:00,Rogers Centre,TOR,TBA,CLE08
20230414,19:10:00,Fenway Park,BOS,ANA,BOS07
20230414,19:10:00,Dodger Stadium,LAN,CHN,LOS03
20230414,19:10:00,Kauffman Stadium,KCA,ATL,KAN06
20230414,19:10:00,TMobile Park,SEA,COL,TOR02
20230414,19:10:00,Minute Maid Park,HOU,TEX,LON01
20230414,19:15:00,Busch Stadium,SLN,PIT,STL09
20230415,13:05:00,Yankee Stadium,NYA,MIN,CHI11
20230415,13:05:00,Petco Park,SDN,MIL,SAN02
20230415,13:07:00,Oakland Coliseum,OAK,NYN,WAS11
20230415,13:10:00,Guaranteed Rate Field,CHA,BAL,CHI12
20230415,13:10:00,Comerica Park,DET,SFN,DET05
20230415,13:15:00,Busch Stadium,SLN,PIT,STL09
20230415,15:07:00,Rogers Centre,TOR,TBA,CLE08
20230415,15:10:00,Kauffman Stadium,KCA,ATL,KAN06
20230415,16:05:00,Nationals Park,WAS,CLE,WIL02
20230415,16:10:00,Fenway Park,BOS,ANA,BOS07
20230415,16:10:00,Great American Ball Park,CIN,PHI,CIN09
20230415,16:10:00,loanDepot park,MIA,ARI,NYC16
20230415,18:10:00,Dodger Stadium,LAN,CHN,LOS03
20230415,18:10:00,Minute Maid Park,HOU,TEX,LON01
20230415,18:40:00,TMobile Park,SEA,COL,TOR02
20230416,13:07:00,Oakland Coliseum,OAK,NYN,WAS11
20230416,13:10:00,Guaranteed Rate Field,CHA,BAL,CHI12
20230416,13:10:00,Dodger Stadium,LAN,CHN,LOS03
20230416,13:10:00,Petco Park,SDN,MIL,SAN02
20230416,13:10:00,Comerica Park,DET,SFN,DET05
20230416,13:10:00,Kauffman Stadium,KCA,ATL,KAN06
20230416,13:10:00,TMobile Park,SEA,COL,TOR02
20230416,13:15:00,Busch Stadium,SLN,PIT,STL09
20230416,13:35:00,Yankee Stadium,NYA,MIN,CHI11
20230416,13:35:00,Fenway Park,BOS,ANA,BOS07
20230416,13:35:00,Nationals Park,WAS,CLE,WIL02
20230416,13:37:00,Rogers Centre,TOR,TBA,CLE08
20230416,13:40:00,Great American Ball Park,CIN,PHI,CIN09
20230416,13:40:00,loanDepot park,MIA,ARI,NYC16
20230416,18:08:00,Minute Maid Park,HOU,TEX,LON01
20230417,11:10:00,Fenway Park,BOS,ANA,BOS07
20230417,18:10:00,Guaranteed Rate Field,CHA,PHI,CHI12
20230417,18:40:00,Oakland Coliseum,OAK,CHN,WAS11
20230417,18:40:00,Coors Field,COL,PIT,DEN02
20230417,18:40:00,Great American Ball Park,CIN,TBA,CIN09
20230417,18:40:00,Petco Park,SDN,ATL,SAN02
20230417,18:40:00,loanDepot park,MIA,SFN,NYC16
20230417,18:40:00,Comerica Park,DET,CLE,DET05
20230417,18:40:00,Kauffman Stadium,KCA,TEX,KAN06
20230417,18:40:00,TMobile Park,SEA,MIL,TOR02
20230417,18:45:00,Busch Stadium,SLN,ARI,STL09
20230417,19:10:00,Dodger Stadium,LAN,NYN,LOS03
20230417,19:10:00,Minute Maid Park,HOU,TOR,LON01
20230418,18:10:00,Guaranteed Rate Field,CHA,PHI,CHI12
20230418,18:40:00,Oakland Coliseum,OAK,CHN,WAS11
20230418,18:40:00,Coors Field,COL,PIT,DEN02
20230418,18:40:00,Great American Ball Park,CIN,TBA,CIN09
20230418,18:40:00,Petco Park,SDN,ATL,SAN02
20230418,18:40:00,loanDepot park,MIA,SFN,NYC16
20230418,18:40:00,Comerica Park,DET,CLE,DET05
20230418,18:40:00,Kauffman Stadium,KCA,TEX,KAN06
20230418,18:40:00,TMobile Park,SEA,MIL,TOR02
20230418,18:45:00,Busch Stadium,SLN,ARI,STL09
20230418,19:05:00,Yankee Stadium,NYA,ANA,CHI11
20230418,19:05:00,Nationals Park,WAS,BAL,WIL02
20230418,19:10:00,Fenway Park,BOS,MIN,BOS07
20230418,19:10:00,Dodger Stadium,LAN,NYN,LOS03
20230418,19:10:00,Minute Maid Park,HOU,TOR,LON01
20230419,12:10:00,Dodger Stadium,LAN,NYN,LOS03
20230419,12:15:00,Busch Stadium,SLN,ARI,STL09
20230419,12:35:00,Great American Ball Park,CIN,TBA,CIN09
20230419,12:37:00,Oakland Coliseum,OAK,CHN,WAS11
20230419,13:10:00,Guaranteed Rate Field,CHA,PHI,CHI12
20230419,13:10:00,Coors Field,COL,PIT,DEN02
20230419,13:10:00,Petco Park,SDN,ATL,SAN02
20230419,13:10:00,loanDepot park,MIA,SFN,NYC16
20230419,13:10:00,Comerica Park,DET,CLE,DET05
20230419,13:10:00,Kauffman Stadium,KCA,TEX,KAN06
20230419,13:10:00,TMobile Park,SEA,MIL,TOR02
20230419,19:05:00,Yankee Stadium,NYA,ANA,CHI11
20230419,19:05:00,Nationals Park,WAS,BAL,WIL02
20230419,19:10:00,Fenway Park,BOS,MIN,BOS07
20230419,19:10:00,Minute Maid Park,HOU,TOR,LON01
20230420,13:35:00,Fenway Park,BOS,MIN,BOS07
20230420,16:05:00,Yankee Stadium,NYA,ANA,CHI11
20230420,18:35:00,PNC Park,PIT,CIN,BAL12
20230420,18:40:00,Chase Field,ARI,SDN,PHO01
20230420,18:40:00,Citizens Bank Park,PHI,COL,PHI13
20230420,18:40:00,Wrigley Field,CHN,LAN,ATL03
20230420,18:45:00,Oracle Park,SFN,NYN,OAK01
20230421,13:20:00,Wrigley Field,CHN,LAN,ATL03
20230421,18:35:00,PNC Park,PIT,CIN,BAL12
20230421,18:38:00,Angel Stadium,ANA,KCA,ANA01
20230421,18:40:00,Chase Field,ARI,SDN,PHO01
20230421,18:40:00,Tropicana Field,TBA,CHA,SEA03
20230421,19:05:00,Yankee Stadium,NYA,TOR,CHI11
20230421,19:05:00,Globe Life Field,TEX,OAK,ARL02
20230421,19:05:00,Oriole Park at Camden Yards,BAL,DET,SFO03
20230421,19:05:00,Citizens Bank Park,PHI,COL,PHI13
20230421,19:10:00,Target Field,MIN,WAS,MIN04
20230421,19:10:00,American Family Field,MIL,BOS,MIL06
20230421,19:10:00,TMobile Park,SEA,SLN,TOR02
20230421,19:10:00,Progressive Field,CLE,MIA,PIT08
20230421,19:15:00,Oracle Park,SFN,NYN,OAK01
20230421,19:20:00,Truist Park,ATL,HOU,STP01
20230422,13:05:00,Yankee Stadium,NYA,TOR,CHI11
20230422,13:05:00,Oracle Park,SFN,NYN,OAK01
20230422,13:10:00,Target Field,MIN,WAS,MIN04
20230422,13:20:00,Wrigley Field,CHN,LAN,ATL03
20230422,16:05:00,Citizens Bank Park,PHI,COL,PHI13
20230422,16:05:00,Tropicana Field,TBA,CHA,SEA03
20230422,17:10:00,Chase Field,ARI,SDN,PHO01
20230422,18:05:00,Globe Life Field,TEX,OAK,ARL02
20230422,18:07:00,Angel Stadium,ANA,KCA,ANA01
20230422,18:10:00,American Family Field,MIL,BOS,MIL06
20230422,18:10:00,Progressive Field,CLE,MIA,PIT08
20230422,18:35:00,PNC Park,PIT,CIN,BAL12
20230422,18:40:00,TMobile Park,SEA,SLN,TOR02
20230422,19:05:00,Oriole Park at Camden Yards,BAL,DET,SFO03
20230422,19:20:00,Truist Park,ATL,HOU,STP01
20230423,12:05:00,Citizens Bank Park,PHI,COL,PHI13
20230423,13:07:00,Angel Stadium,ANA,KCA,ANA01
20230423,13:10:00,Target Field,MIN,WAS,MIN04
20230423,13:10:00,Chase Field,ARI,SDN,PHO01
20230423,13:10:00,American Family Field,MIL,BOS,MIL06
20230423,13:10:00,TMobile Park,SEA,SLN,TOR02
20230423,13:20:00,Wrigley Field,CHN,LAN,ATL03
20230423,13:30:00,Truist Park,ATL,HOU,STP01
20230423,13:35:00,Yankee Stadium,NYA,TOR,CHI11
20230423,13:35:00,Globe Life Field,TEX,OAK,ARL02
20230423,13:35:00,Oriole Park at Camden Yards,BAL,DET,SFO03
20230423,13:35:00,PNC Park,PIT,CIN,BAL12
20230423,13:40:00,Progressive Field,CLE,MIA,PIT08
20230423,13:40:00,Tropicana Field,TBA,CHA,SEA03
20230423,16:08:00,Oracle Park,SFN,NYN,OAK01
20230424,18:10:00,Progressive Field,CLE,COL,PIT08
20230424,18:35:00,Oriole Park at Camden Yards,BAL,BOS,SFO03
20230424,18:38:00,Angel Stadium,ANA,OAK,ANA01
20230424,18:40:00,Target Field,MIN,NYA,MIN04
20230424,18:40:00,Chase Field,ARI,KCA,PHO01
20230424,18:40:00,Great American Ball Park,CIN,TEX,CIN09
20230424,18:40:00,American Family Field,MIL,DET,MIL06
20230424,18:40:00,Tropicana Field,TBA,HOU,SEA03
20230424,18:45:00,Oracle Park,SFN,SLN,OAK01
20230424,19:07:00,Rogers Centre,TOR,CHA,CLE08
20230424,19:20:00,Truist Park,ATL,MIA,STP01
20230425,18:10:00,Progressive Field,CLE,COL,PIT08
20230425,18:35:00,Oriole Park at Camden Yards,BAL,BOS,SFO03
20230425,18:35:00,PNC Park,PIT,LAN,BAL12
20230425,18:38:00,Angel Stadium,ANA,OAK,ANA01
20230425,18:40:00,Target Field,MIN,NYA,MIN04
20230425,18:40:00,Chase Field,ARI,KCA,PHO01
20230425,18:40:00,Citizens Bank Park,PHI,SEA,PHI13
20230425,18:40:00,Great American Ball Park,CIN,TEX,CIN09
20230425,18:40:00,Wrigley Field,CHN,SDN,ATL03
20230425,18:40:00,American Family Field,MIL,DET,MIL06
20230425,18:40:00,Tropicana Field,TBA,HOU,SEA03
20230425,18:45:00,Oracle Park,SFN,SLN,OAK01
20230425,19:07:00,Rogers Centre,TOR,CHA,CLE08
20230425,19:10:00,Citi Field,NYN,WAS,NYC20
20230425,19:20:00,Truist Park,ATL,MIA,STP01
20230426,12:10:00,Target Field,MIN,NYA,MIN04
20230426,12:35:00,Great American Ball Park,CIN,TEX,CIN09
20230426,12:40:00,Chase Field,ARI,KCA,PHO01
20230426,12:40:00,American Family Field,MIL,DET,MIL06
20230426,13:05:00,Oriole Park at Camden Yards,BAL,BOS,SFO03
20230426,13:07:00,Rogers Centre,TOR,CHA,CLE08
20230426,13:10:00,Progressive Field,CLE,COL,PIT08
20230426,18:35:00,PNC Park,PIT,LAN,BAL12
20230426,18:38:00,Angel Stadium,ANA,OAK,ANA01
20230426,18:40:00,Citizens Bank Park,PHI,SEA,PHI13
20230426,18:40:00,Wrigley Field,CHN,SDN,ATL03
20230426,18:40:00,Tropicana Field,TBA,HOU,SEA03
20230426,18:45:00,Oracle Park,SFN,SLN,OAK01
20230426,19:10:00,Citi Field,NYN,WAS,NYC20
20230426,19:20:00,Truist Park,ATL,MIA,STP01
20230427,12:20:00,Truist Park,ATL,MIA,STP01
20230427,12:35:00,PNC Park,PIT,LAN,BAL12
20230427,12:45:00,Oracle Park,SFN,SLN,OAK01
20230427,13:05:00,Citizens Bank Park,PHI,SEA,PHI13
20230427,13:07:00,Angel Stadium,ANA,OAK,ANA01
20230427,13:20:00,Wrigley Field,CHN,SDN,ATL03
20230427,18:10:00,Guaranteed Rate Field,CHA,TBA,CHI12
20230427,18:40:00,Target Field,MIN,KCA,MIN04
20230427,18:40:00,Comerica Park,DET,BAL,DET05
20230427,19:05:00,Globe Life Field,TEX,NYA,ARL02
20230427,19:10:00,Citi Field,NYN,WAS,NYC20
20230428,15:10:00,Target Field,MIN,KCA,MIN04
20230428,18:10:00,Guaranteed Rate Field,CHA,TBA,CHI12
20230428,18:40:00,Oakland Coliseum,OAK,CIN,WAS11
20230428,18:40:00,Coors Field,COL,ARI,DEN02
20230428,18:40:00,loanDepot park,MIA,CHN,NYC16
20230428,18:40:00,Comerica Park,DET,BAL,DET05
20230428,19:05:00,Globe Life Field,TEX,NYA,ARL02
20230428,19:05:00,Nationals Park,WAS,PIT,WIL02
20230428,19:07:00,Rogers Centre,TOR,SEA,CLE08
20230428,19:10:00,Fenway Park,BOS,CLE,BOS07
20230428,19:10:00,Dodger Stadium,LAN,SLN,LOS03
20230428,19:10:00,Citi Field,NYN,ATL,NYC20
20230428,19:10:00,American Family Field,MIL,ANA,MIL06
20230428,19:10:00,Minute Maid Park,HOU,PHI,LON01
20230429,13:05:00,Nationals Park,WAS,PIT,WIL02
20230429,13:07:00,Oakland Coliseum,OAK,CIN,WAS11
20230429,13:10:00,Target Field,MIN,KCA,MIN04
20230429,13:10:00,Comerica Park,DET,BAL,DET05
20230429,15:07:00,Rogers Centre,TOR,SEA,CLE08
20230429,16:05:00,Citi Field,NYN,ATL,NYC20
20230429,16:05:00,Estadio Alfredo Harp Helu,SDN,SFN,NEW01
20230429,16:05:00,loanDepot park,MIA,CHN,NYC16
20230429,16:10:00,Fenway Park,BOS,CLE,BOS07
20230429,16:10:00,Minute Maid Park,HOU,PHI,LON01
20230429,18:05:00,Globe Life Field,TEX,NYA,ARL02
20230429,18:10:00,Guaranteed Rate Field,CHA,TBA,CHI12
20230429,18:10:00,Coors Field,COL,ARI,DEN02
20230429,18:10:00,Dodger Stadium,LAN,SLN,LOS03
20230429,18:10:00,American Family Field,MIL,ANA,MIL06
20230430,12:05:00,loanDepot park,MIA,CHN,NYC16
20230430,13:07:00,Oakland Coliseum,OAK,CIN,WAS11
20230430,13:10:00,Guaranteed Rate Field,CHA,TBA,CHI12
20230430,13:10:00,Target Field,MIN,KCA,MIN04
20230430,13:10:00,Coors Field,COL,ARI,DEN02
20230430,13:10:00,Dodger Stadium,LAN,SLN,LOS03
20230430,13:10:00,American Family Field,MIL,ANA,MIL06
20230430,13:35:00,Globe Life Field,TEX,NYA,ARL02
20230430,13:35:00,Fenway Park,BOS,CLE,BOS07
20230430,13:35:00,Nationals Park,WAS,PIT,WIL02
20230430,13:37:00,Rogers Centre,TOR,SEA,CLE08
20230430,13:40:00,Citi Field,NYN,ATL,NYC20
20230430,13:40:00,Comerica Park,DET,BAL,DET05
20230430,14:05:00,Estadio Alfredo Harp Helu,SDN,SFN,NEW01
20230430,18:08:00,Minute Maid Park,HOU,PHI,LON01
20230501,13:10:00,Citi Field,NYN,ATL,NYC20
20230501,18:40:00,Petco Park,SDN,CIN,SAN02
20230501,19:05:00,Yankee Stadium,NYA,CLE,CHI11
20230501,19:05:00,Nationals Park,WAS,CHN,WIL02
20230501,19:10:00,Fenway Park,BOS,TOR,BOS07
20230501,19:10:00,Dodger Stadium,LAN,PHI,LOS03
20230501,19:10:00,Minute Maid Park,HOU,SFN,LON01
20230502,18:10:00,Guaranteed Rate Field,CHA,MIN,CHI12
20230502,18:40:00,Oakland Coliseum,OAK,SEA,WAS11
20230502,18:40:00,Coors Field,COL,MIL,DEN02
20230502,18:40:00,Petco Park,SDN,CIN,SAN02
20230502,18:40:00,loanDepot park,MIA,ATL,NYC16
20230502,18:40:00,Comerica Park,DET,NYN,DET05
20230502,18:40:00,Kauffman Stadium,KCA,BAL,KAN06
20230502,18:40:00,Tropicana Field,TBA,PIT,SEA03
20230502,18:45:00,Busch Stadium,SLN,ANA,STL09
20230502,19:05:00,Yankee Stadium,NYA,CLE,CHI11
20230502,19:05:00,Globe Life Field,TEX,ARI,ARL02
20230502,19:05:00,Nationals Park,WAS,CHN,WIL02
20230502,19:10:00,Fenway Park,BOS,TOR,BOS07
20230502,19:10:00,Dodger Stadium,LAN,PHI,LOS03
20230502,19:10:00,Minute Maid Park,HOU,SFN,LON01
20230503,13:05:00,Globe Life Field,TEX,ARI,ARL02
20230503,13:10:00,Dodger Stadium,LAN,PHI,LOS03
20230503,13:10:00,Petco Park,SDN,CIN,SAN02
20230503,13:10:00,Minute Maid Park,HOU,SFN,LON01
