,yearID,teamID,pitch10,nxtYear
273,2008,BOS,17,2009
274,2008,CHA,9,2009
275,2008,CHN,9,2009
276,2008,CIN,15,2009
277,2008,CLE,15,2009
278,2008,COL,16,2009
279,2008,DET,13,2009
280,2008,MIA,14,2009
281,2008,HOU,15,2009
282,2008,KCA,14,2009
283,2008,ANA,12,2009
284,2008,LAN,13,2009
285,2008,MIL,14,2009
286,2008,MIN,11,2009
287,2008,NYA,11,2009
288,2008,NYN,13,2009
289,2008,OAK,10,2009
290,2008,PHI,12,2009
291,2008,PIT,15,2009
292,2008,SDN,14,2009
293,2008,SEA,16,2009
294,2008,SFN,12,2009
295,2008,SLN,14,2009
296,2008,TBA,13,2009
297,2008,TEX,18,2009
298,2008,TOR,12,2009
299,2008,WAS,11,2009
300,2009,ARI,13,2010
301,2009,ATL,15,2010
302,2009,BAL,16,2010
303,2009,BOS,19,2010
304,2009,CHA,14,2010
305,2009,CHN,12,2010
306,2009,CIN,14,2010
307,2009,CLE,16,2010
308,2009,COL,9,2010
309,2009,DET,11,2010
310,2009,MIA,17,2010
311,2009,HOU,17,2010
312,2009,KCA,14,2010
313,2009,ANA,16,2010
314,2009,LAN,11,2010
315,2009,MIL,15,2010
316,2009,MIN,13,2010
317,2009,NYA,11,2010
318,2009,NYN,16,2010
319,2009,OAK,11,2010
320,2009,PHI,11,2010
321,2009,PIT,11,2010
322,2009,SDN,18,2010
323,2009,SEA,13,2010
324,2009,SFN,16,2010
325,2009,SLN,16,2010
326,2009,TBA,17,2010
327,2009,TEX,16,2010
328,2009,TOR,15,2010
329,2009,WAS,19,2010
330,2010,ARI,18,2011
331,2010,ATL,11,2011
332,2010,BAL,11,2011
333,2010,BOS,14,2011
334,2010,CHA,16,2011
335,2010,CHN,11,2011
336,2010,CIN,9,2011
337,2010,CLE,13,2011
338,2010,COL,13,2011
339,2010,DET,11,2011
340,2010,MIA,19,2011
341,2010,HOU,16,2011
342,2010,KCA,16,2011
343,2010,ANA,12,2011
344,2010,LAN,16,2011
345,2010,MIL,13,2011
346,2010,MIN,13,2011
347,2010,NYA,10,2011
348,2010,NYN,9,2011
349,2010,OAK,13,2011
350,2010,PHI,15,2011
351,2010,PIT,16,2011
352,2010,SDN,14,2011
353,2010,SEA,8,2011
354,2010,SFN,12,2011
355,2010,SLN,10,2011
356,2010,TBA,11,2011
357,2010,TEX,15,2011
358,2010,TOR,12,2011
359,2010,WAS,13,2011
360,2011,ARI,10,2012
361,2011,ATL,13,2012
362,2011,BAL,14,2012
363,2011,BOS,11,2012
364,2011,CHA,15,2012
365,2011,CHN,10,2012
366,2011,CIN,14,2012
367,2011,CLE,14,2012
368,2011,COL,17,2012
369,2011,DET,13,2012
370,2011,MIA,14,2012
371,2011,HOU,14,2012
372,2011,KCA,16,2012
373,2011,ANA,11,2012
374,2011,LAN,15,2012
375,2011,MIL,10,2012
376,2011,MIN,15,2012
377,2011,NYA,14,2012
378,2011,NYN,14,2012
379,2011,OAK,11,2012
380,2011,PHI,12,2012
381,2011,PIT,14,2012
382,2011,SDN,12,2012
383,2011,SEA,8,2012
384,2011,SFN,12,2012
385,2011,SLN,17,2012
386,2011,TBA,13,2012
387,2011,TEX,10,2012
388,2011,TOR,18,2012
389,2011,WAS,12,2012
390,2012,ARI,14,2013
391,2012,ATL,13,2013
392,2012,BAL,12,2013
393,2012,BOS,15,2013
394,2012,CHA,11,2013
395,2012,CHN,14,2013
396,2012,CIN,12,2013
397,2012,CLE,11,2013
398,2012,COL,17,2013
399,2012,DET,14,2013
400,2012,HOU,14,2013
401,2012,KCA,12,2013
402,2012,ANA,13,2013
403,2012,LAN,13,2013
404,2012,MIA,12,2013
405,2012,MIL,13,2013
406,2012,MIN,15,2013
407,2012,NYA,16,2013
408,2012,NYN,15,2013
409,2012,OAK,13,2013
410,2012,PHI,10,2013
411,2012,PIT,15,2013
412,2012,SDN,11,2013
413,2012,SEA,13,2013
414,2012,SFN,15,2013
415,2012,SLN,13,2013
416,2012,TBA,11,2013
417,2012,TEX,15,2013
418,2012,TOR,17,2013
419,2012,WAS,14,2013
420,2013,ARI,16,2014
421,2013,ATL,13,2014
422,2013,BAL,16,2014
423,2013,BOS,14,2014
424,2013,CHA,12,2014
425,2013,CHN,17,2014
426,2013,CIN,10,2014
427,2013,CLE,15,2014
428,2013,COL,16,2014
429,2013,DET,16,2014
430,2013,HOU,16,2014
431,2013,KCA,10,2014
432,2013,ANA,14,2014
433,2013,LAN,15,2014
434,2013,MIA,20,2014
435,2013,MIL,13,2014
436,2013,MIN,17,2014
437,2013,NYA,16,2014
438,2013,NYN,16,2014
439,2013,OAK,15,2014
440,2013,PHI,15,2014
441,2013,PIT,17,2014
442,2013,SDN,12,2014
443,2013,SEA,14,2014
444,2013,SFN,16,2014
445,2013,SLN,12,2014
446,2013,TBA,12,2014
447,2013,TEX,13,2014
448,2013,TOR,19,2014
449,2013,WAS,13,2014
450,2014,ARI,15,2015
451,2014,ATL,12,2015
452,2014,BAL,13,2015
453,2014,BOS,13,2015
454,2014,CHA,20,2015
455,2014,CHN,14,2015
456,2014,CIN,17,2015
457,2014,CLE,17,2015
458,2014,COL,16,2015
459,2014,DET,19,2015
460,2014,HOU,17,2015
461,2014,KCA,15,2015
462,2014,ANA,21,2015
463,2014,LAN,12,2015
464,2014,MIA,17,2015
465,2014,MIL,11,2015
466,2014,MIN,11,2015
467,2014,NYA,21,2015
468,2014,NYN,14,2015
469,2014,OAK,10,2015
470,2014,PHI,17,2015
471,2014,PIT,17,2015
472,2014,SDN,12,2015
473,2014,SEA,15,2015
474,2014,SFN,12,2015
475,2014,SLN,10,2015
476,2014,TBA,13,2015
477,2014,TEX,22,2015
478,2014,TOR,15,2015
479,2014,WAS,13,2015
480,2015,ARI,17,2016
481,2015,ATL,21,2016
482,2015,BAL,11,2016
483,2015,BOS,20,2016
484,2015,CHA,14,2016
485,2015,CHN,15,2016
486,2015,CIN,14,2016
487,2015,CLE,14,2016
488,2015,COL,17,2016
489,2015,DET,14,2016
490,2015,HOU,12,2016
491,2015,KCA,14,2016
492,2015,ANA,12,2016
493,2015,LAN,22,2016
494,2015,MIA,18,2016
495,2015,MIL,17,2016
496,2015,MIN,13,2016
497,2015,NYA,17,2016
498,2015,NYN,14,2016
499,2015,OAK,18,2016
500,2015,PHI,20,2016
501,2015,PIT,14,2016
502,2015,SDN,15,2016
503,2015,SEA,16,2016
504,2015,SFN,12,2016
505,2015,SLN,12,2016
506,2015,TBA,19,2016
507,2015,TEX,17,2016
508,2015,TOR,14,2016
509,2015,WAS,12,2016
510,2016,ARI,18,2017
511,2016,ATL,15,2017
512,2016,BAL,17,2017
513,2016,BOS,14,2017
514,2016,CHA,13,2017
515,2016,CHN,17,2017
516,2016,CIN,21,2017
517,2016,CLE,16,2017
518,2016,COL,15,2017
519,2016,DET,15,2017
520,2016,HOU,17,2017
521,2016,KCA,14,2017
522,2016,ANA,18,2017
523,2016,LAN,16,2017
524,2016,MIA,17,2017
525,2016,MIL,19,2017
526,2016,MIN,18,2017
527,2016,NYA,11,2017
528,2016,NYN,15,2017
529,2016,OAK,15,2017
530,2016,PHI,19,2017
531,2016,PIT,19,2017
532,2016,SDN,18,2017
533,2016,SEA,13,2017
534,2016,SFN,18,2017
535,2016,SLN,14,2017
536,2016,TBA,12,2017
537,2016,TEX,21,2017
538,2016,TOR,15,2017
539,2016,WAS,12,2017
540,2017,ARI,15,2018
541,2017,ATL,15,2018
542,2017,BAL,20,2018
543,2017,BOS,14,2018
544,2017,CHA,15,2018
545,2017,CHN,18,2018
546,2017,CIN,19,2018
547,2017,CLE,14,2018
548,2017,COL,16,2018
549,2017,DET,23,2018
550,2017,HOU,17,2018
551,2017,KCA,19,2018
552,2017,ANA,18,2018
553,2017,LAN,17,2018
554,2017,MIA,15,2018
555,2017,MIL,15,2018
556,2017,MIN,22,2018
557,2017,NYA,11,2018
558,2017,NYN,19,2018
559,2017,OAK,17,2018
560,2017,PHI,20,2018
561,2017,PIT,14,2018
562,2017,SDN,19,2018
563,2017,SEA,24,2018
564,2017,SFN,13,2018
565,2017,SLN,15,2018
566,2017,TBA,13,2018
567,2017,TEX,18,2018
568,2017,TOR,15,2018
569,2017,WAS,17,2018
570,2018,ARI,15,2019
571,2018,ATL,19,2019
572,2018,BAL,19,2019
573,2018,BOS,12,2019
574,2018,CHA,17,2019
575,2018,CHN,18,2019
576,2018,CIN,20,2019
577,2018,CLE,16,2019
578,2018,COL,14,2019
579,2018,DET,20,2019
580,2018,HOU,13,2019
581,2018,KCA,21,2019
582,2018,ANA,19,2019
583,2018,LAN,16,2019
584,2018,MIA,17,2019
585,2018,MIL,19,2019
586,2018,MIN,18,2019
587,2018,NYA,15,2019
588,2018,NYN,18,2019
589,2018,OAK,14,2019
590,2018,PHI,21,2019
591,2018,PIT,16,2019
592,2018,SDN,15,2019
593,2018,SEA,16,2019
594,2018,SFN,19,2019
595,2018,SLN,16,2019
596,2018,TBA,16,2019
597,2018,TEX,14,2019
598,2018,TOR,19,2019
599,2018,WAS,14,2019
600,2019,ARI,17,2020
601,2019,ATL,16,2020
602,2019,BAL,22,2020
603,2019,BOS,17,2020
604,2019,CHA,17,2020
605,2019,CHN,19,2020
606,2019,CIN,17,2020
607,2019,CLE,14,2020
608,2019,COL,20,2020
609,2019,DET,18,2020
610,2019,HOU,17,2020
611,2019,KCA,17,2020
612,2019,ANA,19,2020
613,2019,LAN,16,2020
614,2019,MIA,16,2020
615,2019,MIL,18,2020
616,2019,MIN,19,2020
617,2019,NYA,22,2020
618,2019,NYN,14,2020
619,2019,OAK,16,2020
620,2019,PHI,17,2020
621,2019,PIT,21,2020
622,2019,SDN,16,2020
623,2019,SEA,23,2020
624,2019,SFN,20,2020
625,2019,SLN,17,2020
626,2019,TBA,15,2020
627,2019,TEX,16,2020
628,2019,TOR,20,2020
629,2019,WAS,22,2020
630,2020,ARI,19,2021
631,2020,ATL,18,2021
632,2020,BAL,17,2021
633,2020,BOS,16,2021
634,2020,CHA,16,2021
635,2020,CHN,16,2021
636,2020,CIN,14,2021
637,2020,CLE,13,2021
638,2020,COL,18,2021
639,2020,DET,16,2021
640,2020,HOU,14,2021
641,2020,KCA,18,2021
642,2020,ANA,17,2021
643,2020,LAN,17,2021
644,2020,MIA,20,2021
645,2020,MIL,17,2021
646,2020,MIN,14,2021
647,2020,NYA,14,2021
648,2020,NYN,13,2021
649,2020,OAK,15,2021
650,2020,PHI,22,2021
651,2020,PIT,15,2021
652,2020,SDN,18,2021
653,2020,SEA,17,2021
654,2020,SFN,16,2021
655,2020,SLN,18,2021
656,2020,TBA,15,2021
657,2020,TEX,13,2021
658,2020,TOR,13,2021
659,2020,WAS,13,2021
660,2021,ARI,25,2022
661,2021,ATL,18,2022
662,2021,BAL,24,2022
663,2021,BOS,21,2022
664,2021,CHA,15,2022
665,2021,CHN,19,2022
666,2021,CIN,23,2022
667,2021,CLE,16,2022
668,2021,COL,17,2022
669,2021,DET,20,2022
670,2021,HOU,13,2022
671,2021,KCA,17,2022
672,2021,ANA,22,2022
673,2021,LAN,19,2022
674,2021,MIA,18,2022
675,2021,MIL,23,2022
676,2021,MIN,20,2022
677,2021,NYA,18,2022
678,2021,NYN,24,2022
679,2021,OAK,14,2022
680,2021,PHI,19,2022
681,2021,PIT,19,2022
682,2021,SDN,16,2022
683,2021,SEA,21,2022
684,2021,SFN,20,2022
685,2021,SLN,23,2022
686,2021,TBA,22,2022
687,2021,TEX,13,2022
688,2021,TOR,11,2022
689,2021,WAS,16,2022
690,2022,ARI,16,2023
691,2022,ATL,16,2023
692,2022,BAL,21,2023
693,2022,BOS,23,2023
694,2022,CHA,15,2023
695,2022,CHN,24,2023
696,2022,CIN,22,2023
697,2022,CLE,15,2023
698,2022,COL,13,2023
699,2022,DET,18,2023
700,2022,HOU,13,2023
701,2022,KCA,23,2023
702,2022,ANA,20,2023
703,2022,LAN,16,2023
704,2022,MIA,19,2023
705,2022,MIL,19,2023
706,2022,MIN,18,2023
707,2022,NYA,19,2023
708,2022,NYN,16,2023
709,2022,OAK,20,2023
710,2022,PHI,22,2023
711,2022,PIT,21,2023
712,2022,SDN,18,2023
713,2022,SEA,14,2023
714,2022,SFN,16,2023
715,2022,SLN,17,2023
716,2022,TBA,22,2023
717,2022,TEX,20,2023
718,2022,TOR,18,2023
719,2022,WAS,23,2023
